subset,model,query_id,reference_rank_bin,delta_ndcg,delta_mrr,delta_best_positive_score,delta_hardest_unlabelled_score,delta_margin,delta_fixed_margin,delta_fixed_boundary_distance,delta_fixed_mean_positive_cosine,query_neighbor_retention
biology,LambdaLoss,1,2-10,0.0123287214350436,0.04166666666666666,0.311154842376709,0.24233651161193848,0.06881833076477051,0.05350470542907715,0.023073491353307045,0.35152289271354675,0.6
biology,LambdaLoss,10,1,0.0,0.0,0.24033111333847046,0.3727664649486542,-0.13243535161018372,-0.10816329717636108,-0.005686935821210243,0.36944493651390076,0.9
biology,LambdaLoss,100,1,-0.03286798191364593,-0.5,0.3260880708694458,0.33984947204589844,-0.013761401176452637,0.04770493507385254,0.13168930060883646,0.3788062334060669,0.5
biology,LambdaLoss,101,101+,0.0,0.0,0.39070624113082886,0.2682090997695923,0.12249714136123657,0.15335217118263245,0.06768158061909985,0.3905913829803467,0.9
biology,LambdaLoss,102,101+,0.0,0.0,0.5006242096424103,0.16542279720306396,0.3352014124393463,0.33520156145095825,0.18744631810751708,0.5006242394447327,0.5
biology,LambdaLoss,11,2-10,0.0,0.0,0.31734228134155273,0.2699521780014038,0.047390103340148926,0.047390103340148926,0.028356774003501627,0.4658157229423523,0.7
biology,LambdaLoss,12,101+,0.0,0.0,0.3809018135070801,0.14496451616287231,0.23593729734420776,0.23593732714653015,0.1431856461981902,0.4307061433792114,0.8
biology,LambdaLoss,13,2-10,0.5137319873323948,0.75,0.3427550196647644,0.2867922782897949,0.05596274137496948,0.03288751840591431,0.02656197296096715,0.395349383354187,0.6
biology,LambdaLoss,14,1,0.10364794552343126,-0.5,0.3090631365776062,0.31082987785339355,-0.0017667412757873535,-0.003862142562866211,-0.006678201286151098,0.40370985865592957,0.7
biology,LambdaLoss,15,101+,0.0,0.0,0.4081973731517792,0.3189166784286499,0.08928069472312927,0.17597854137420654,0.213376494261153,0.4142223596572876,0.8
biology,LambdaLoss,16,101+,0.0,0.0,0.45382457971572876,0.22289854288101196,0.2309260368347168,0.24415302276611328,0.16336724312123102,0.45382463932037354,0.8
biology,LambdaLoss,17,2-10,-0.07822630290698038,-0.3,0.355230450630188,0.3690860867500305,-0.01385563611984253,-0.02499622106552124,-0.09265211235741085,0.39857834577560425,0.6
biology,LambdaLoss,18,101+,0.0,0.0,0.45734336972236633,0.2590137720108032,0.1983295977115631,0.18557250499725342,0.10674561006096707,0.457087904214859,0.3
biology,LambdaLoss,19,2-10,0.5,0.6666666666666667,0.2942359447479248,0.2640256881713867,0.030210256576538086,0.030210256576538086,0.05257783168843362,0.2942359447479248,0.6
biology,LambdaLoss,2,11-100,0.11706259313796354,0.2,0.39589083194732666,0.30713027715682983,0.08876055479049683,0.12171843647956848,0.12850824573063735,0.42047742009162903,0.6
biology,LambdaLoss,20,2-10,0.043970954719794814,0.1388888888888889,0.309562087059021,0.2412947416305542,0.0682673454284668,0.033374905586242676,-0.01886266784405484,0.36148715019226074,0.6
biology,LambdaLoss,21,2-10,0.22515947979037787,0.6666666666666667,0.3340020179748535,0.3090229034423828,0.024979114532470703,0.03960627317428589,0.10316625235073826,0.3451284170150757,0.8
biology,LambdaLoss,22,11-100,0.7903864795495061,1.0,0.4053906798362732,0.27309125661849976,0.13229942321777344,0.16088581085205078,0.21859415168574076,0.3921896517276764,0.8
biology,LambdaLoss,23,101+,0.0,0.0,0.4150812029838562,0.2692326307296753,0.1458485722541809,0.17758435010910034,0.13660380541721023,0.46905869245529175,0.7
biology,LambdaLoss,24,1,-0.617319681505689,-0.875,0.2285550832748413,0.3157604932785034,-0.08720541000366211,-0.0785112977027893,-0.10705113419617289,0.33967772126197815,0.6
biology,LambdaLoss,25,1,-0.09092803061897886,0.0,0.33745402097702026,0.34561777114868164,-0.008163750171661377,-0.007248401641845703,0.010178592027965429,0.4004930257797241,0.7
biology,LambdaLoss,26,101+,0.0,0.0,0.4292452335357666,0.33635640144348145,0.09288883209228516,0.0963544249534607,0.06068355320866979,0.4292451739311218,0.7
biology,LambdaLoss,27,11-100,0.13905617951077562,0.16666666666666666,0.3432987332344055,0.3155555725097656,0.027743160724639893,0.057748496532440186,0.10936936043828127,0.4233132004737854,0.9
biology,LambdaLoss,28,2-10,-0.38685280723454163,-0.2,0.29820358753204346,0.15033578872680664,0.14786779880523682,0.14786773920059204,0.08714279902095015,0.29820358753204346,0.7
biology,LambdaLoss,29,11-100,0.0,0.0,0.27373892068862915,0.2557162046432495,0.01802271604537964,0.01802283525466919,-0.02528561268867722,0.36622560024261475,0.7
biology,LambdaLoss,3,1,0.0,0.0,0.2622273564338684,0.32365286350250244,-0.06142550706863403,-0.06142556667327881,-0.0019944205389621494,0.29294776916503906,0.6
biology,LambdaLoss,30,1,-0.1506764875399466,-0.75,0.21240854263305664,0.29636627435684204,-0.0839577317237854,-0.03201848268508911,0.04133015721217333,0.3306891918182373,0.7
biology,LambdaLoss,31,11-100,0.2960819109658652,0.5,0.41708213090896606,0.23985666036605835,0.17722547054290771,0.21370437741279602,0.289033383179978,0.4173993766307831,0.4
biology,LambdaLoss,32,101+,0.0,0.0,0.4618402123451233,0.36380428075790405,0.09803593158721924,0.11124393343925476,0.04674058627219077,0.49681752920150757,0.6
biology,LambdaLoss,33,101+,0.0,0.0,0.4043518304824829,0.28891831636428833,0.11543351411819458,0.1154334545135498,0.04793745223881875,0.43694013357162476,0.7
biology,LambdaLoss,34,101+,0.0,0.0,0.41035404801368713,0.3374619483947754,0.07289209961891174,0.11503785848617554,0.08786711808824674,0.45268526673316956,0.8
biology,LambdaLoss,35,2-10,0.6202263564660687,0.8,0.328777015209198,0.27854329347610474,0.05023372173309326,0.06879431009292603,0.11726469361228417,0.38271084427833557,0.7
biology,LambdaLoss,36,11-100,0.0,0.0,0.31288570165634155,0.29489070177078247,0.017994999885559082,0.034246623516082764,0.015606192231465366,0.31288576126098633,0.7
biology,LambdaLoss,37,101+,0.0,0.0,0.45480799674987793,0.31633514165878296,0.13847285509109497,0.18787482380867004,0.1765125518977365,0.45855000615119934,0.7
biology,LambdaLoss,38,11-100,0.49818925746641285,0.5,0.3467180132865906,0.26461005210876465,0.08210796117782593,0.10853666067123413,0.1414536974165184,0.38569825887680054,0.6
biology,LambdaLoss,39,101+,0.0,0.0,0.34579139947891235,0.2693690061569214,0.07642239332199097,0.0983535647392273,0.12364080017478019,0.3811088800430298,0.6
biology,LambdaLoss,4,2-10,-0.18154179253735267,-0.2,0.29679369926452637,0.2669370770454407,0.029856622219085693,0.0356408953666687,-0.02660466282124803,0.3344824016094208,0.4
biology,LambdaLoss,40,101+,0.0,0.0,0.48517200350761414,0.24780923128128052,0.23736277222633362,0.24693772196769714,0.16783329569643163,0.5278195738792419,0.7
biology,LambdaLoss,41,11-100,0.39106560501896365,0.3333333333333333,0.3385685086250305,0.2671515941619873,0.07141691446304321,0.09162551164627075,0.11522963836429748,0.3794001340866089,0.7
biology,LambdaLoss,42,101+,0.0,0.0,0.38605010509490967,0.2145223617553711,0.17152774333953857,0.19326967000961304,0.13598218425899739,0.3969310522079468,0.6
biology,LambdaLoss,43,11-100,0.2960819109658652,0.5,0.39802974462509155,0.2511868476867676,0.14684289693832397,0.1530919075012207,0.14055484800260917,0.42722299695014954,0.8
biology,LambdaLoss,44,11-100,0.19342640361727081,0.125,0.2931641936302185,0.20302927494049072,0.09013491868972778,0.09432518482208252,0.07247401339866998,0.3297885060310364,0.8
biology,LambdaLoss,45,11-100,0.19342640361727081,0.125,0.3899282217025757,0.2812960743904114,0.1086321473121643,0.10863208770751953,0.051320951171244356,0.4729697108268738,0.5
biology,LambdaLoss,46,101+,0.0,0.0,0.4511147737503052,0.2835202217102051,0.1675945520401001,0.17752179503440857,0.07850936023880692,0.45111480355262756,0.7
biology,LambdaLoss,47,11-100,0.8854598815714874,1.0,0.3565186858177185,0.20230549573898315,0.15421319007873535,0.2464696764945984,0.32554629007634206,0.41728827357292175,0.8
biology,LambdaLoss,48,11-100,0.8854598815714874,1.0,0.3109895586967468,0.24421584606170654,0.06677371263504028,0.10352122783660889,0.15820179426989336,0.32677584886550903,0.7
biology,LambdaLoss,49,101+,0.19342640361727081,0.125,0.518241822719574,0.2904980778694153,0.2277437448501587,0.2490576207637787,0.23172152234070564,0.5421862304210663,0.6
biology,LambdaLoss,5,2-10,0.23936043176429644,0.6666666666666667,0.3005136251449585,0.2732519507408142,0.027261674404144287,0.027261674404144287,0.05347869055159872,0.3417159914970398,0.9
biology,LambdaLoss,50,101+,0.0,0.0,0.43004271388053894,0.19439780712127686,0.23564490675926208,0.2518925368785858,0.1923535999792332,0.47857674956321716,0.6
biology,LambdaLoss,51,101+,0.0,0.0,0.5467729270458221,0.23925012350082397,0.30752280354499817,0.3075230270624161,0.13020718357717903,0.5573171377182007,0.7
biology,LambdaLoss,52,11-100,0.0,0.0,0.40365734696388245,0.2510233521461487,0.15263399481773376,0.12488949298858643,0.024839771385202714,0.4163011610507965,0.8
biology,LambdaLoss,53,101+,0.0,0.0,0.4232397675514221,0.27961719036102295,0.14362257719039917,0.17519128322601318,0.1581710589231464,0.4361281096935272,0.9
biology,LambdaLoss,54,11-100,0.0,0.0,0.4685880243778229,0.23510372638702393,0.23348429799079895,0.25610458850860596,0.23038422869152755,0.48188552260398865,0.5
biology,LambdaLoss,55,11-100,0.0,0.0,0.3822210431098938,0.26787662506103516,0.11434441804885864,0.11434432864189148,0.07801989600326702,0.41164618730545044,0.8
biology,LambdaLoss,56,101+,0.0,0.0,0.4386999011039734,0.1779388189315796,0.2607610821723938,0.2748498320579529,0.15203329411971667,0.43869996070861816,0.8
biology,LambdaLoss,57,2-10,0.12315119437036501,0.0,0.28303325176239014,0.21710580587387085,0.06592744588851929,0.06592726707458496,0.07036110625273825,0.3658542037010193,0.9
biology,LambdaLoss,58,11-100,0.46927872602275644,1.0,0.35957062244415283,0.24250900745391846,0.11706161499023438,0.12690764665603638,0.170224463307045,0.44042620062828064,0.8
biology,LambdaLoss,59,11-100,0.21840743681816419,0.16666666666666666,0.31294184923171997,0.22725778818130493,0.08568406105041504,0.09107691049575806,0.10396114035621651,0.30531972646713257,0.7
biology,LambdaLoss,6,11-100,0.08514311764162101,0.2,0.3962070941925049,0.22273600101470947,0.1734710931777954,0.1657981276512146,0.12248504127021355,0.44206902384757996,0.7
biology,LambdaLoss,60,101+,0.0,0.0,0.43499302864074707,0.1249890923500061,0.31000393629074097,0.3102584481239319,0.2216699304771998,0.45150867104530334,0.8
biology,LambdaLoss,61,11-100,0.0,0.0,0.4246091842651367,0.22217893600463867,0.20243024826049805,0.2049311399459839,0.1537619274009977,0.46840760111808777,0.6
biology,LambdaLoss,62,2-10,-0.18154179253735267,-0.2,0.30602824687957764,0.2539765238761902,0.05205172300338745,0.06648921966552734,0.07033650035218082,0.37846189737319946,0.8
biology,LambdaLoss,63,11-100,0.16812753627111746,0.25,0.41739410161972046,0.26123785972595215,0.1561562418937683,0.18042588233947754,0.18686182039575838,0.47063058614730835,0.8
biology,LambdaLoss,64,2-10,-0.014025039229678071,-0.023809523809523808,0.3060290813446045,0.2510664463043213,0.0549626350402832,0.06500422954559326,0.07090580576027171,0.365784227848053,0.7
biology,LambdaLoss,65,1,0.0,0.0,0.29663777351379395,0.29663777351379395,0.0,0.0,,0.4975973665714264,0.6
biology,LambdaLoss,66,2-10,0.17679936205027363,0.5,0.29998672008514404,0.280126690864563,0.019860029220581055,0.02641385793685913,0.049698024875568944,0.39167821407318115,0.5
biology,LambdaLoss,67,11-100,0.0,0.0,0.3788164258003235,0.2773289680480957,0.10148745775222778,0.12966099381446838,0.1161130750544238,0.42640912532806396,0.6
biology,LambdaLoss,68,11-100,0.0,0.0,0.2968598008155823,0.1884995698928833,0.10836023092269897,0.11356532573699951,0.06386165500948422,0.3916756510734558,0.8
biology,LambdaLoss,69,11-100,0.16812753627111746,0.25,0.260750412940979,0.1475285291671753,0.11322188377380371,0.14088290929794312,0.2260939573520617,0.32069456577301025,0.7
biology,LambdaLoss,7,1,-0.1406647985460605,-0.5,0.11047476530075073,0.16433149576187134,-0.053856730461120605,-0.053856730461120605,-0.11345466481201902,0.20310884714126587,0.7
biology,LambdaLoss,70,2-10,0.44651389547737685,0.8333333333333334,0.348888099193573,0.32617706060409546,0.02271103858947754,0.0318453311920166,0.05594297413375067,0.3922111988067627,0.8
biology,LambdaLoss,71,101+,0.0,0.0,0.34582287073135376,0.20237606763839722,0.14344680309295654,0.14040160179138184,0.03096738894581258,0.4186621904373169,0.9
biology,LambdaLoss,72,1,0.037783607766412486,-0.5,0.29921019077301025,0.3557703495025635,-0.05656015872955322,-0.02688390016555786,0.014841213072503585,0.3998783230781555,0.6
biology,LambdaLoss,73,101+,0.0,0.0,0.5300408005714417,0.20154958963394165,0.3284912109375,0.32849112153053284,0.18688391325766296,0.5701306313276291,0.3
biology,LambdaLoss,74,1,0.24630238874072996,0.0,0.3185737133026123,0.30954283475875854,0.00903087854385376,0.021637678146362305,0.04810252985829354,0.3408154845237732,0.6
biology,LambdaLoss,75,11-100,0.3044671974905181,0.14285714285714285,0.44328171014785767,0.257876455783844,0.18540525436401367,0.18513110280036926,0.12866669249366533,0.46312808990478516,0.8
biology,LambdaLoss,76,101+,0.0,0.0,0.4604905843734741,0.3662571310997009,0.0942334532737732,0.17523705959320068,0.11889168476840972,0.4747481942176819,0.3
biology,LambdaLoss,77,101+,0.0,0.0,0.4512631297111511,0.2319895625114441,0.21927356719970703,0.21927350759506226,0.15091974982116463,0.45981669425964355,0.8
biology,LambdaLoss,78,2-10,0.4166583894850667,0.8,0.2324662208557129,0.2235279083251953,0.008938312530517578,0.03147876262664795,0.12910978884602042,0.25966620445251465,0.8
biology,LambdaLoss,79,2-10,0.2374980175286292,0.25,0.3216630816459656,0.2993149161338806,0.02234816551208496,0.07907670736312866,0.14962943005091153,0.3959103524684906,0.4
biology,LambdaLoss,8,1,-0.4087647951769723,-0.8571428571428572,0.21147394180297852,0.2438817024230957,-0.03240776062011719,-0.03240787982940674,-0.0714598067386695,0.3753012418746948,0.5
biology,LambdaLoss,80,101+,0.0,0.0,0.3781149983406067,0.23632586002349854,0.14178913831710815,0.20515182614326477,0.22935906318232474,0.4250754415988922,0.7
biology,LambdaLoss,81,101+,0.0,0.0,0.4408644735813141,0.2583288550376892,0.18253561854362488,0.22091948986053467,0.06973318349825366,0.48100996017456055,0.9
biology,LambdaLoss,82,101+,0.0,0.0,0.4743373990058899,0.2613603472709656,0.21297705173492432,0.24453550577163696,0.18755121172627437,0.47801822423934937,0.7
biology,LambdaLoss,83,101+,0.0,0.0,0.4088479280471802,0.18276548385620117,0.226082444190979,0.24449646472930908,0.17894447158951599,0.40884798765182495,0.6
biology,LambdaLoss,84,2-10,-0.051112363744679146,-0.16666666666666669,0.1551501750946045,0.12230068445205688,0.03284949064254761,0.03284960985183716,-0.0032950868993695953,0.37174850702285767,0.3
biology,LambdaLoss,85,2-10,0.6934264036172708,0.6666666666666667,0.2627854347229004,0.21994233131408691,0.04284310340881348,0.07549363374710083,0.14343354626999535,0.3005116581916809,0.8
biology,LambdaLoss,86,11-100,0.19632790425573848,0.14285714285714285,0.37644922733306885,0.3408329486846924,0.035616278648376465,0.03561621904373169,0.028636742931021895,0.4372716546058655,0.7
biology,LambdaLoss,87,11-100,0.0,0.0,0.3966166377067566,0.2764219045639038,0.12019473314285278,0.14043918251991272,0.14146448941338058,0.4037419557571411,0.7
biology,LambdaLoss,88,11-100,0.38364913903790027,0.25,0.38766908645629883,0.18140745162963867,0.20626163482666016,0.23830348253250122,0.27975699860711806,0.4092884957790375,0.7
biology,LambdaLoss,89,11-100,0.20210734650054757,0.25,0.3224264979362488,0.27312207221984863,0.049304425716400146,0.07963383197784424,0.08828041400350042,0.37353456020355225,0.8
biology,LambdaLoss,9,11-100,0.0,0.0,0.3051173686981201,0.21524953842163086,0.08986783027648926,0.12596166133880615,0.118463932556783,0.4057377874851227,0.8
biology,LambdaLoss,90,101+,0.0,0.0,0.45125335454940796,0.24054062366485596,0.210712730884552,0.2661653161048889,0.1756314641062936,0.45704740285873413,0.6
biology,LambdaLoss,91,101+,0.0,0.0,0.5048027038574219,0.2573314905166626,0.24747121334075928,0.28024712204933167,0.21607560830238945,0.5164365172386169,0.7
biology,LambdaLoss,92,11-100,0.0,0.0,0.32745790481567383,0.2735961675643921,0.05386173725128174,0.07616984844207764,0.08648068253391548,0.3583279252052307,0.7
biology,LambdaLoss,93,11-100,0.0,0.0,0.37216633558273315,0.291424036026001,0.08074229955673218,0.09952419996261597,0.07011183120605341,0.3721664547920227,0.8
biology,LambdaLoss,94,11-100,0.9709286432396583,1.0,0.3274174928665161,0.2531840205192566,0.07423347234725952,0.09662598371505737,0.1797457518570859,0.36004650592803955,0.8
biology,LambdaLoss,95,11-100,0.0,0.0,0.3777470588684082,0.19297349452972412,0.18477356433868408,0.18477344512939453,0.07908972986619414,0.4146619737148285,0.7
biology,LambdaLoss,96,2-10,0.42802095726865796,0.4,0.3412996530532837,0.2510756850242615,0.09022396802902222,0.1112443208694458,0.15503502547346779,0.35066360235214233,0.7
biology,LambdaLoss,97,2-10,-0.18247040964605551,-0.35714285714285715,0.24305599927902222,0.2571711540222168,-0.01411515474319458,-0.014115095138549805,-0.07139636612113841,0.2760779857635498,0.8
biology,LambdaLoss,98,101+,0.21840743681816419,0.16666666666666666,0.4779718518257141,0.27179986238479614,0.20617198944091797,0.21929606795310974,0.19625394956849374,0.47359514236450195,0.5
biology,LambdaLoss,99,1,0.09397456446531771,0.0,0.3303791880607605,0.3141922950744629,0.016186892986297607,0.016186773777008057,0.07567821021731375,0.3492271304130554,0.7
biology,RELER,0,1,0.32703966649239957,0.0,0.026696383953094482,0.026510000228881836,0.00018638372421264648,0.058157920837402344,0.0582025265324064,0.05872774124145508,0.4
biology,RELER,1,2-10,0.43292617940918404,0.875,0.029498636722564697,-0.07204639911651611,0.10154503583908081,0.040321290493011475,0.04567149195208526,-0.05016827583312988,0.8
biology,RELER,10,1,0.0,0.0,0.08526712656021118,0.08347013592720032,0.0017969906330108643,0.26622241735458374,0.21577867409238408,0.024467140436172485,0.9
biology,RELER,100,1,0.2043823975884861,0.0,0.13499164581298828,0.06976437568664551,0.06522727012634277,0.33268117904663086,0.31225869718230237,0.15087759494781494,0.5
biology,RELER,101,101+,0.0,0.0,-0.06904608011245728,-0.0009076595306396484,-0.06813842058181763,0.2602561116218567,0.2765489275559363,-0.0654497742652893,0.7
biology,RELER,102,101+,0.5,0.3333333333333333,0.18802616000175476,-0.19477903842926025,0.382805198431015,0.4810910224914551,0.37983112733445945,0.18802618980407715,0.5
biology,RELER,11,2-10,0.16958010263680806,0.6666666666666667,0.05800473690032959,-0.02422696352005005,0.08223170042037964,0.08223176002502441,0.08333488785796353,0.04832565784454346,0.9
biology,RELER,12,101+,0.0,0.0,0.1859481930732727,0.03879064321517944,0.14715754985809326,0.2415158450603485,0.22905847152894684,0.15022265911102295,0.8
biology,RELER,13,2-10,0.6804503724350792,0.75,0.1438700556755066,-0.01282811164855957,0.15669816732406616,0.14837080240249634,0.18108795090499374,0.11612331867218018,0.8
biology,RELER,14,1,0.028133213885159603,-0.75,0.057216525077819824,0.08650559186935425,-0.029289066791534424,0.20598676800727844,0.2103537963258058,0.09820768237113953,0.5
biology,RELER,15,101+,0.6661998717660157,1.0,0.16051152348518372,0.01284492015838623,0.14766660332679749,0.32714805006980896,0.2834225248046488,0.07850855588912964,0.6
biology,RELER,16,101+,0.0,0.0,0.15153318643569946,-0.016809046268463135,0.1683422327041626,0.2410678267478943,0.2051994655373591,0.1515331268310547,0.7
biology,RELER,17,2-10,0.35844318715875295,0.5,0.0731973648071289,-0.03536343574523926,0.10856080055236816,0.009259581565856934,0.009145394317513211,0.002643674612045288,0.8
biology,RELER,18,101+,0.55744812840856,0.3333333333333333,0.12976422905921936,-0.03817838430404663,0.167942613363266,0.14802592992782593,0.12955246278634194,0.10870471596717834,0.4
biology,RELER,19,2-10,0.5,0.6666666666666667,0.10623806715011597,-0.032260119915008545,0.1384981870651245,0.15354639291763306,0.21464294526943983,0.10623794794082642,0.5
biology,RELER,2,11-100,0.09109240322345806,0.1111111111111111,0.008300721645355225,-0.06015890836715698,0.06845963001251221,0.272066205739975,0.2312669637000562,0.00794181227684021,0.7
biology,RELER,20,2-10,0.6206291775220403,0.8888888888888888,0.09760302305221558,-0.08260500431060791,0.1802080273628235,0.18523377180099487,0.17144316295797982,0.052786409854888916,0.6
biology,RELER,21,2-10,0.3069704433648227,0.6666666666666667,0.09378808736801147,-0.012650251388549805,0.10643833875656128,0.32671642303466797,0.2906954716405243,0.0641864538192749,0.6
biology,RELER,22,11-100,0.38685280723454163,0.5,0.1055026650428772,-0.008754968643188477,0.11425763368606567,0.3010443449020386,0.2959565836254359,0.04926636815071106,0.7
biology,RELER,23,101+,0.0,0.0,0.16848266124725342,0.0850324034690857,0.08345025777816772,0.2443784773349762,0.218560483673938,0.162827730178833,0.7
biology,RELER,24,1,-0.583818844451269,-0.8,-0.07534557580947876,0.0435565710067749,-0.11890214681625366,0.21107244491577148,0.18528588087782602,-0.08260393142700195,0.6
biology,RELER,25,1,-0.17957712468379533,0.0,0.05051952600479126,0.05672562122344971,-0.006206095218658447,0.3357947766780853,0.27226773863131076,0.005487322807312012,0.6
biology,RELER,26,101+,0.38685280723454163,0.2,0.1469321846961975,0.04998302459716797,0.09694916009902954,0.09694921970367432,0.08326087777936261,0.14693224430084229,0.5
biology,RELER,27,11-100,0.3764290720714305,0.5,0.150068998336792,0.10601204633712769,0.04405695199966431,0.11545294523239136,0.17275440957908686,0.1386793851852417,0.9
biology,RELER,28,2-10,0.0,0.0,0.019759058952331543,-0.006902098655700684,0.026661157608032227,0.026661276817321777,0.023589733046801953,0.019759058952331543,0.8
